Customer ID,avgSpent,Nsessions,avgItemSession
12347.0,51.73166666666666,6,275.3333333333333
12348.0,0.85,2,22.0
12349.0,200.75,1,547.0
12350.0,25.3,1,196.0
12352.0,30.64428571428571,7,71.71428571428571
12353.0,4.4,1,14.0
12354.0,141.04,1,389.0
12355.0,29.450000000000003,1,80.0
12356.0,34.245000000000005,2,274.0
12357.0,239.45,1,1603.0
12358.0,33.435,2,102.0
12359.0,173.84,4,369.0
12360.0,83.33666666666666,3,364.6666666666667
12361.0,18.35,1,90.0
12362.0,66.983,10,206.2
12363.0,26.31,2,186.0
12364.0,30.213333333333328,3,427.0
12365.0,43.870000000000005,1,172.0
12367.0,16.990000000000002,1,112.0
12370.0,86.105,2,334.5
12371.0,177.98,1,508.0
12372.0,33.373333333333335,3,226.66666666666663
12373.0,23.3,1,166.0
12374.0,69.55,1,335.0
12375.0,17.72,2,73.0
12377.0,68.83,1,332.0
12378.0,520.03,1,2079.0
12379.0,41.9,2,177.0
12380.0,59.695,4,221.0
12381.0,37.788,5,148.4
12383.0,20.3275,4,104.5
12384.0,44.795,2,57.5
12388.0,43.63666666666666,6,182.3333333333333
12390.0,58.45,1,308.0
12391.0,197.86,1,291.0
12393.0,33.675,4,154.5
12394.0,38.37,1,178.0
12395.0,23.504,10,95.3
12397.0,126.43,2,570.5
12398.0,128.31,1,1317.0
12399.0,14.6525,4,174.75
12401.0,9.7,1,7.0
12402.0,21.2,1,92.0
12403.0,9.1,1,22.0
12405.0,131.8,1,509.0
12406.0,104.425,2,757.0
12407.0,23.712,5,170.0
12408.0,38.896,5,211.4
12409.0,47.98666666666667,3,177.66666666666666
12410.0,43.97,1,185.0
12412.0,37.98666666666667,3,242.66666666666663
12413.0,32.49666666666666,3,92.0
12414.0,10.716666666666669,3,55.0
12415.0,37.95818181818181,11,117.8181818181818
12417.0,53.43125,8,153.375
12418.0,85.45,1,339.0
12420.0,76.45,1,190.0
12421.0,19.567500000000003,4,107.25
12422.0,24.8,3,121.33333333333331
12423.0,22.95142857142857,7,162.0
12424.0,30.98,2,128.0
12425.0,66.49,1,324.0
12426.0,83.14,1,253.0
12427.0,24.15,2,77.0
12428.0,83.22125,8,378.0
12429.0,62.49666666666667,3,318.6666666666667
12430.0,16.53,1,112.0
12431.0,52.60333333333333,12,136.0
12432.0,67.7375,4,207.5
12433.0,108.514,5,511.8
12434.0,86.84,2,196.0
12435.0,3.9,1,40.0
12436.0,44.28,1,209.0
12437.0,14.369444444444444,18,111.38888888888889
12438.0,100.645,2,490.0
12442.0,12.08,1,181.0
12444.0,88.71600000000001,5,198.4
12445.0,3.95,1,60.0
12446.0,145.25,1,333.0
12447.0,67.98,1,185.0
12448.0,37.94,1,239.0
12449.0,102.21,4,357.0
12450.0,5.645,2,44.0
12451.0,97.94625,8,567.125
12452.0,50.17,1,181.0
12453.0,102.91,1,473.0
12454.0,12.3,1,28.0
12455.0,26.388,5,159.2
12456.0,89.63666666666666,3,403.3333333333333
12457.0,62.43,2,246.0
12458.0,31.945,2,179.0
12461.0,100.56,1,280.0
12462.0,59.46,2,206.0
12463.0,36.29,4,191.0
12464.0,2.55,4,7.5
12465.0,44.46,2,212.5
12468.0,37.11,2,160.5
12471.0,29.52695652173913,23,176.7826086956522
12472.0,73.00666666666666,6,473.3333333333333
12473.0,81.89666666666666,3,608.0
12474.0,37.96277777777778,18,240.8333333333333
12475.0,86.57000000000001,1,330.0
12476.0,59.74666666666667,9,207.5555555555556
12477.0,160.485,6,407.6666666666667
12478.0,109.86,1,229.0
12479.0,46.28,1,377.0
12480.0,84.155,4,325.5
12481.0,38.345,8,278.25
12483.0,20.46857142857143,7,115.14285714285714
12484.0,199.0675,4,486.25
12488.0,50.620000000000005,3,160.0
12489.0,34.77,1,95.0
12490.0,44.017,10,266.5
12491.0,60.2,1,183.0
12492.0,15.475,2,95.0
12493.0,20.51,2,83.5
12494.0,24.618,5,135.2
12497.0,0.85,1,24.0
12498.0,20.183333333333334,3,52.0
12500.0,12.36125,8,27.875
12501.0,275.63,1,1620.0
12502.0,93.082,5,130.8
12504.0,2.5,1,48.0
12506.0,73.5,1,23.0
12507.0,9.433333333333334,3,63.333333333333336
12508.0,59.16,2,135.5
12509.0,12.45,1,50.0
12510.0,40.65,2,149.5
12512.0,40.925,2,48.0
12513.0,45.57,1,456.0
12514.0,112.79,1,422.0
12516.0,7.82,2,93.0
12517.0,146.885,4,337.0
12518.0,43.282,5,259.2
12519.0,26.09,1,168.0
12520.0,60.378,5,280.2
12521.0,80.89,1,305.0
12522.0,11.985,2,46.0
12523.0,20.78090909090909,11,71.18181818181819
12524.0,22.16375,8,157.0
12526.0,52.95666666666667,3,206.66666666666663
12527.0,8.743333333333334,3,76.33333333333333
12528.0,28.98166666666667,6,116.83333333333331
12530.0,33.32,4,143.0
12531.0,34.81,1,44.0
12532.0,41.17,1,151.0
12534.0,121.63,1,636.0
12535.0,53.975,2,102.5
12536.0,544.37,1,2529.0
12538.0,66.56,1,187.0
12539.0,186.76,4,491.5
12540.0,49.55125,16,323.6875
12541.0,30.223333333333333,3,212.3333333333333
12544.0,50.02,1,134.0
12545.0,47.575,2,236.0
12546.0,76.34,2,265.0
12547.0,3.8,2,66.0
12548.0,5.6,1,48.0
12550.0,138.2,1,563.0
12552.0,47.96,1,76.0
12553.0,39.002,10,167.3
12556.0,136.745,2,175.5
12558.0,11.67,1,160.0
12559.0,30.23,1,205.0
12560.0,114.555,2,522.5
12561.0,47.43,1,177.0
12562.0,46.864285714285714,7,214.7142857142857
12564.0,65.2,1,127.0
12565.0,21.16,1,80.0
12566.0,27.380000000000003,1,208.0
12567.0,111.56375,8,404.5
12569.0,11.047857142857143,28,56.17857142857143
12571.0,22.03,2,225.5
12572.0,77.66,2,198.5
12573.0,48.75,1,83.0
12574.0,29.25,1,57.0
12576.0,27.882,5,183.0
12577.0,62.675,2,166.0
12578.0,137.775,2,570.5
12579.0,53.32,1,280.0
12580.0,44.58,1,236.0
12581.0,15.44,1,159.0
12582.0,17.16,2,100.0
12583.0,26.72357142857143,14,190.92857142857144
12584.0,45.125,8,44.25
12585.0,40.28,1,128.0
12586.0,35.7,1,78.0
12587.0,6.24,1,50.0
12588.0,13.65,1,43.0
12589.0,21.45,2,144.0
12590.0,64.79,1,278.0
12591.0,50.4,1,222.0
12592.0,10.95,2,114.0
12593.0,12.566666666666668,3,68.0
12594.0,29.35125,8,166.375
12596.0,21.405,2,118.0
12597.0,101.9075,4,430.75
12598.0,33.52428571428572,7,198.1428571428572
12599.0,8.145714285714286,7,116.57142857142856
12600.0,18.31625,8,73.75
12601.0,10.052,5,40.6
12602.0,11.7,1,160.0
12603.0,0.0,1,1.0
12604.0,11.73,2,100.0
12607.0,200.33,1,1191.0
12609.0,52.09666666666667,3,181.0
12610.0,49.7175,4,255.5
12611.0,135.71,1,634.0
12612.0,65.95,1,224.0
12613.0,85.2125,4,380.0
12614.0,82.35,1,71.0
12615.0,58.4675,4,249.75
12616.0,33.175,2,136.0
12617.0,59.18,1,208.0
12618.0,33.02,1,95.0
12619.0,6.4975000000000005,8,88.5
12620.0,48.68666666666667,3,288.6666666666667
12621.0,44.77588235294118,17,267.52941176470586
12622.0,19.63,1,65.0
12623.0,29.32,1,189.0
12624.0,49.19500000000001,2,175.0
12625.0,53.52,2,650.5
12626.0,57.26222222222222,9,341.44444444444446
12627.0,80.915,6,374.5
12628.0,27.83,3,134.33333333333334
12630.0,68.815,2,266.0
12631.0,66.65,1,224.0
12633.0,56.5275,4,203.25
12635.0,89.355,2,503.5
12637.0,105.45375,8,351.375
12638.0,59.42,1,541.0
12639.0,43.3,1,196.0
12640.0,46.43333333333334,3,91.66666666666669
12641.0,21.15,1,69.0
12642.0,25.67333333333333,3,152.33333333333334
12643.0,1.985,2,25.0
12644.0,56.8,1,284.0
12645.0,28.09,4,224.0
12646.0,37.745000000000005,2,227.0
12647.0,18.2625,8,73.625
12648.0,39.67,1,154.0
12649.0,15.51,3,104.33333333333331
12650.0,20.69,1,250.0
12651.0,20.200000000000003,1,78.0
12652.0,106.12,1,496.0
12653.0,37.415000000000006,2,261.5
12654.0,14.856,5,51.4
12656.0,54.408,5,186.6
12657.0,27.64333333333333,3,104.33333333333331
12658.0,83.37,1,308.0
12659.0,8.15,1,32.0
12660.0,31.6,1,90.0
12662.0,48.251,10,182.0
12664.0,6.15,4,36.0
12665.0,2.5,1,36.0
12667.0,62.6,1,387.0
12668.0,116.24,3,369.0
12669.0,82.21,2,529.5
12670.0,37.868,5,213.0
12672.0,37.9,1,78.0
12673.0,52.39,2,159.5
12674.0,36.2625,4,197.5
12676.0,12.503333333333332,6,102.66666666666669
12678.0,11.812857142857142,7,88.71428571428571
12679.0,89.62,1,320.0
12680.0,28.72,4,99.75
12681.0,59.16863636363637,22,256.22727272727275
12682.0,40.75821428571429,28,144.03571428571428
12683.0,37.028333333333336,12,272.75
12684.0,21.22833333333333,6,239.8333333333333
12685.0,56.22,6,238.3333333333333
12688.0,117.135,4,535.25
12689.0,64.77,2,305.0
12690.0,47.98,1,97.0
12691.0,18.0,3,76.0
12693.0,23.692500000000003,4,58.25
12694.0,20.43,2,203.0
12695.0,30.08,4,45.5
12697.0,28.03,3,133.0
12700.0,133.2825,4,668.75
12701.0,46.85,2,318.0
12702.0,47.3,1,52.0
12703.0,37.4,1,163.0
12704.0,24.255,8,83.375
12705.0,91.32,7,456.7142857142857
12707.0,72.81,1,240.0
12708.0,29.43333333333333,9,131.0
12709.0,28.72833333333333,12,182.3333333333333
12710.0,42.09,3,267.3333333333333
12712.0,36.24909090909091,11,70.72727272727273
12713.0,65.18,1,499.0
12714.0,94.112,5,563.8
12715.0,29.34,1,190.0
12716.0,64.555,2,313.5
12717.0,54.2,2,249.5
12718.0,23.77,1,199.0
12719.0,37.6,2,181.5
12720.0,22.21391304347826,23,139.69565217391303
12721.0,43.898,5,326.0
12722.0,34.47666666666667,3,174.66666666666666
12723.0,35.18,4,97.25
12724.0,31.305,4,109.75
12726.0,19.30333333333333,6,236.66666666666663
12727.0,38.56857142857143,7,243.1428571428572
12728.0,22.635,4,89.75
12729.0,58.34,1,227.0
12731.0,50.70111111111111,9,295.22222222222223
12732.0,23.020000000000003,1,78.0
12733.0,60.6,1,95.0
12735.0,29.5,2,166.5
12736.0,3.9,1,48.0
12739.0,56.18,1,383.0
12740.0,46.65,1,300.0
12743.0,152.66,2,152.5
12744.0,117.8425,4,514.25
12747.0,24.096666666666668,9,88.66666666666667
12748.0,44.29591463414634,164,81.11585365853658
12749.0,107.254,5,248.8
12750.0,40.35,1,131.0
12752.0,52.88,1,418.0
12753.0,11.578,5,61.2
12754.0,30.81,2,24.5
12755.0,7.6,1,2.0
12756.0,2.12,1,72.0
12757.0,90.73,7,277.7142857142857
12758.0,63.525,2,537.5
12759.0,61.24,3,284.0
12762.0,63.06999999999999,2,358.0
12764.0,116.14,1,326.0
12766.0,108.12857142857142,7,429.1428571428572
12769.0,131.65,1,340.0
12772.0,76.74,1,538.0
12775.0,25.944,5,144.0
12778.0,8.596666666666668,6,89.83333333333333
12779.0,40.83285714285715,7,179.0
12781.0,16.955,2,181.0
12782.0,43.5925,4,194.75
12783.0,56.005,4,137.5
12784.0,111.78,1,276.0
12787.0,10.96,3,76.0
12790.0,38.07,1,156.0
12792.0,44.79,1,214.0
12793.0,25.79,1,188.0
12794.0,41.135000000000005,2,277.0
12795.0,35.78,1,53.0
12802.0,48.0,1,312.0
12808.0,31.62,2,67.0
12809.0,59.53,1,213.0
12811.0,31.1,2,95.0
12812.0,31.03,1,164.0
12815.0,61.01,2,168.0
12816.0,51.125,2,59.5
12817.0,8.290000000000001,1,52.0
12818.0,19.75,1,96.0
12820.0,27.9975,4,168.5
12821.0,6.49,1,68.0
12822.0,48.505,2,229.0
12824.0,63.39,1,232.0
12826.0,25.48,6,155.0
12827.0,23.9,3,65.66666666666667
12828.0,24.35666666666667,6,81.5
12829.0,10.5,1,6.0
12831.0,13.05,1,61.0
12832.0,39.54,2,97.5
12833.0,64.54,1,147.0
12834.0,88.09,1,110.0
12836.0,111.845,4,235.25
12837.0,42.75,1,19.0
12838.0,130.76,1,125.0
12839.0,39.67416666666667,12,255.41666666666663
12840.0,57.5025,4,377.75
12841.0,27.889565217391304,23,88.3913043478261
12842.0,24.595,2,189.0
12843.0,38.81,7,93.57142857142856
12844.0,68.41,2,62.5
12845.0,27.395000000000003,2,11.5
12847.0,110.79,1,561.0
12849.0,49.11,2,201.0
12851.0,67.06,1,104.0
12852.0,38.35,1,145.0
12853.0,38.23166666666667,6,89.33333333333333
12854.0,88.02333333333333,3,179.66666666666666
12856.0,109.02166666666666,6,168.66666666666666
12857.0,61.625,2,157.0
12863.0,7.65,1,48.0
12864.0,0.85,1,12.0
12865.0,99.625,2,432.0
12866.0,68.96,1,155.0
12867.0,106.46,6,563.1666666666666
12868.0,40.05,5,161.8
12871.0,9.06,2,52.0
12872.0,52.78,1,114.0
12876.0,50.39,2,423.0
12877.0,20.24636363636364,11,83.18181818181819
12878.0,47.765,2,273.5
12879.0,4.213333333333334,3,35.333333333333336
12881.0,18.8,1,16.0
12882.0,35.57,2,70.0
12883.0,40.145,4,46.75
12884.0,26.89,1,41.0
12885.0,43.72,3,213.0
12886.0,101.63,2,310.0
12888.0,4.44,2,30.0
12890.0,144.72,1,220.0
12893.0,68.53,1,90.0
12895.0,22.825000000000003,2,103.5
12897.0,3.95,2,15.0
12901.0,6.156000000000001,15,47.0
12902.0,13.79,1,62.0
12904.0,65.41499999999999,2,121.0
12906.0,21.856,5,124.4
12909.0,30.29,5,149.0
12910.0,17.16625,8,129.25
12912.0,11.58,4,78.5
12913.0,21.0025,4,105.25
12915.0,25.65,1,49.0
12916.0,70.9225,4,182.5
12919.0,18.38,6,99.5
12920.0,71.81,1,90.0
12921.0,39.47114285714286,35,211.17142857142852
12922.0,44.8,1,298.0
12923.0,71.06,1,66.0
12924.0,19.9875,4,54.0
12925.0,38.085,2,245.5
12928.0,30.1875,4,186.5
12929.0,18.55,1,33.0
12930.0,30.85,2,109.5
12931.0,1.61,1,22.0
12933.0,84.06,3,74.0
12935.0,31.26142857142857,7,220.57142857142856
12936.0,40.75333333333334,3,159.66666666666666
12937.0,62.225,4,216.5
12938.0,11.15,1,92.0
12939.0,3.39,1,24.0
12940.0,116.48,2,167.0
12942.0,71.095,2,60.5
12944.0,36.56,1,142.0
12945.0,50.0,1,113.0
12947.0,37.8875,4,198.75
12948.0,41.20285714285715,7,139.28571428571428
12949.0,61.620000000000005,8,279.875
12950.0,7.085,2,110.0
12951.0,25.905,6,82.33333333333333
12952.0,50.5475,4,135.0
12953.0,73.05,1,81.0
12955.0,21.23,11,217.27272727272728
12956.0,57.49,1,32.0
12957.0,63.868750000000006,8,295.25
12962.0,17.51,2,63.5
12963.0,31.52428571428572,7,93.0
12965.0,302.31,1,270.0
12966.0,21.73,1,74.0
12968.0,6.5,1,72.0
12970.0,60.4925,4,57.0
12971.0,6.319324324324325,74,35.78378378378378
12974.0,41.65,1,23.0
12976.0,29.41,1,261.0
12977.0,9.57,1,10.0
12981.0,16.235,2,121.0
12982.0,51.35,1,252.0
12984.0,15.4,1,26.0
12985.0,71.355,2,352.5
12987.0,32.35,2,104.5
12988.0,208.89,1,105.0
12989.0,10.634,10,36.3
12990.0,8.233333333333334,3,56.66666666666666
12991.0,35.33,2,177.5
12993.0,14.43,4,60.0
12994.0,55.870000000000005,3,149.0
12997.0,33.9625,4,119.25
12999.0,15.915,2,124.0
13000.0,36.19,1,181.0
13001.0,56.49692307692308,13,213.23076923076923
13002.0,9.8,1,72.0
13003.0,6.125,2,27.5
13004.0,37.42117647058824,17,246.8823529411765
13005.0,35.400000000000006,2,78.0
13006.0,8.43,1,52.0
13008.0,24.28,1,175.0
13012.0,26.925,8,96.625
13013.0,37.20181818181818,11,121.0
13014.0,23.927,10,71.2
13015.0,84.812,5,309.4
13016.0,28.51333333333333,3,174.0
13018.0,30.05642857142857,28,173.0
13021.0,41.93875,8,130.25
13023.0,71.60499999999999,2,121.0
13026.0,4.4275,4,99.0
13028.0,22.475,2,333.0
13029.0,5.614999999999999,2,37.0
13030.0,66.38,1,168.0
13032.0,110.34,2,183.5
13034.0,54.31,1,252.0
13035.0,17.625,2,104.0
13037.0,47.27666666666666,3,141.66666666666666
13038.0,22.91,3,119.33333333333331
13040.0,60.285,2,177.5
13043.0,15.75,1,46.0
13044.0,53.64,1,414.0
13045.0,28.27,1,221.0
13046.0,53.65,2,129.5
13047.0,66.33857142857143,7,180.0
13048.0,57.6325,4,306.25
13049.0,15.260000000000002,2,84.0
13050.0,59.67230769230769,13,181.92307692307693
13052.0,47.57,1,131.0
13055.0,48.6,3,279.6666666666667
13058.0,12.216666666666669,3,17.0
13059.0,20.5,1,27.0
13060.0,59.74,1,123.0
13061.0,34.03,1,107.0
13062.0,20.1,1,34.0
13064.0,39.845,4,97.25
13066.0,49.31,2,158.0
13067.0,57.9,1,32.0
13069.0,25.728,20,119.25
13070.0,18.72,1,110.0
13072.0,23.450000000000003,1,69.0
13075.0,32.98,1,263.0
13077.0,53.78,3,128.66666666666666
13078.0,38.310833333333335,24,101.375
13079.0,5.0,5,12.4
13080.0,3.47,1,120.0
13081.0,173.48555555555555,9,1251.4444444444443
13082.0,18.8125,8,78.125
13083.0,13.685,2,90.0
13085.0,34.49,2,58.0
13089.0,46.375263157894736,76,256.0394736842105
13090.0,25.71,11,135.54545454545453
13091.0,19.58,1,304.0
13092.0,10.21,4,25.75
13093.0,34.764,5,257.2
13094.0,2.95,2,18.0
13095.0,3.87,1,96.0
13097.0,113.39444444444445,9,223.11111111111111
13098.0,35.54037037037037,27,216.7037037037037
13101.0,13.4,1,46.0
13102.0,24.678181818181816,22,148.6818181818182
13103.0,14.74,1,70.0
13104.0,8.372499999999999,4,66.0
13106.0,4.25,1,18.0
13107.0,23.8175,4,210.25
13109.0,62.1,2,242.0
13110.0,76.26857142857143,7,52.57142857142857
13113.0,16.207826086956523,23,52.26086956521739
13115.0,54.8875,4,347.75
13116.0,65.8,1,280.0
13117.0,12.411666666666669,6,99.66666666666669
13118.0,42.326,5,80.8
13120.0,2.55,1,12.0
13121.0,84.02,1,216.0
13122.0,117.28,1,482.0
13124.0,197.495,2,541.0
13126.0,28.925,6,257.1666666666667
13127.0,43.28,1,127.0
13130.0,4.5,1,32.0
13131.0,29.236666666666665,3,126.33333333333331
13132.0,6.3,1,18.0
13133.0,8.75,2,14.5
13134.0,65.0875,4,216.5
13136.0,60.806,5,262.4
13137.0,163.1425,8,269.375
13138.0,27.808,5,69.6
13139.0,73.06428571428572,7,193.1428571428572
13140.0,44.19,2,54.5
13141.0,50.508,5,288.8
13142.0,57.72,1,109.0
13144.0,5.9,1,16.0
13145.0,4.966666666666667,3,24.0
13146.0,34.46,1,154.0
13147.0,4.95,2,24.0
13148.0,60.022000000000006,10,155.4
13149.0,43.510000000000005,4,214.0
13151.0,195.51,1,297.0
13153.0,12.06,1,114.0
13155.0,23.69666666666667,3,108.33333333333331
13157.0,35.2725,4,249.75
13158.0,39.6575,4,187.0
13159.0,64.8075,4,244.75
13160.0,12.1,1,56.0
13161.0,21.9,1,27.0
13162.0,23.125,4,264.75
13165.0,14.26,1,368.0
13166.0,88.1,1,214.0
13167.0,32.370000000000005,4,78.5
13168.0,78.0625,4,164.25
13169.0,11.245,2,73.0
13170.0,47.09,1,105.0
13171.0,35.95,3,72.66666666666667
13173.0,52.45,1,131.0
13174.0,180.29,2,294.0
13176.0,144.87,1,241.0
13177.0,59.75,1,91.0
13178.0,45.213,10,256.4
13182.0,7.54,1,201.0
13183.0,14.756666666666668,9,83.77777777777777
13184.0,28.948,10,127.3
13185.0,5.95,1,12.0
13186.0,82.15333333333334,3,223.66666666666663
13187.0,91.12,1,89.0
13188.0,4.15,1,24.0
13189.0,4.625,2,212.0
13192.0,73.58,2,295.5
13193.0,60.49,1,45.0
13194.0,7.95,1,26.0
13196.0,52.2525,4,304.75
13198.0,72.41799999999999,5,453.2
13199.0,7.489411764705882,17,51.588235294117645
13200.0,27.2425,4,101.0
13203.0,20.2125,4,181.5
13207.0,9.165,2,65.0
13208.0,52.08833333333334,6,127.0
13209.0,88.125,6,545.6666666666666
13210.0,32.0,1,220.0
13211.0,33.21,2,294.0
