Customer ID,avgSpent,Nsessions,avgItemSession
12346.0,31.22666666666667,6,7.333333333333333
12347.0,74.15,2,379.5
12348.0,8.295,2,234.5
12349.0,138.495,2,457.0
12351.0,36.71,1,260.0
12352.0,20.925,2,93.5
12353.0,38.78,1,192.0
12355.0,39.98333333333333,6,110.16666666666669
12356.0,29.816666666666663,3,207.3333333333333
12357.0,279.78000000000003,1,1737.0
12358.0,48.17,2,148.5
12359.0,61.355,4,121.0
12360.0,38.77333333333333,3,329.0
12361.0,11.3,3,47.0
12368.0,30.7,1,146.0
12369.0,50.803333333333335,3,368.6666666666667
12370.0,55.818,5,180.8
12371.0,100.61666666666667,3,278.6666666666667
12373.0,40.6,2,156.5
12374.0,42.0,2,297.5
12376.0,18.55,1,57.0
12377.0,78.60000000000001,3,502.3333333333333
12378.0,173.81,1,638.0
12379.0,40.475,2,200.5
12380.0,92.5875,4,408.0
12383.0,33.26,1,615.0
12385.0,166.15,1,534.0
12386.0,21.45,1,94.0
12387.0,7.91,1,132.0
12388.0,66.89500000000001,2,251.5
12389.0,38.62,3,188.0
12391.0,96.6525,4,199.75
12392.0,16.35,1,69.0
12393.0,41.25,2,216.0
12395.0,41.164,5,233.2
12396.0,93.63,2,348.5
12399.0,16.62666666666667,3,175.0
12400.0,32.05,1,91.0
12402.0,21.48,5,96.6
12403.0,3.75,1,18.0
12406.0,45.423333333333325,3,243.3333333333333
12408.0,26.593333333333334,3,179.0
12409.0,78.11500000000001,2,416.0
12410.0,27.37,1,126.0
12411.0,64.75,1,132.0
12412.0,30.506666666666664,3,268.6666666666667
12413.0,38.15,1,25.0
12414.0,3.12,1,120.0
12415.0,59.0175,4,316.75
12416.0,16.88,1,132.0
12417.0,31.65,10,95.0
12418.0,59.98333333333333,3,208.66666666666663
12419.0,16.720000000000002,2,108.5
12421.0,16.88,2,82.5
12422.0,29.2225,8,116.125
12423.0,39.81,3,199.0
12424.0,48.965,2,383.5
12425.0,125.63,1,555.0
12426.0,137.82,1,322.0
12427.0,22.75,1,68.0
12429.0,28.092,5,161.8
12431.0,44.24,12,124.41666666666669
12433.0,90.282,5,708.4
12434.0,58.17,1,137.0
12435.0,41.19,3,255.0
12437.0,33.44555555555556,18,211.27777777777777
